team_code,team_name,season,suspicious_reason,percent_players_67_to_71,percent_same_rating,highest_rated_player,highest_ovr,average_ovr,rating_spread,recommended_action
BUF,Buffalo Bills,1981,>=35% in 67-71 band; >=40% share one rating (71); compressed spread (9),49,49,Bill Simpson,80,72.2,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
BUF,Buffalo Bills,1972,>=35% in 67-71 band; >=40% share one rating (71); compressed spread (11),48.1,48.1,Robert James,82,72.3,11,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1982,>=35% in 67-71 band; >=40% share one rating (71); compressed spread (4); no player >=80 (top 74),48.1,44.4,Dan Jiggetts,74,71.6,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
BUF,Buffalo Bills,1969,>=35% in 67-71 band; >=40% share one rating (71); compressed spread (4); no player >=80 (top 75),47.9,47.9,Bruce Alford,75,71.7,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
BUF,Buffalo Bills,1991,>=35% in 67-71 band; >=40% share one rating (71),47.5,44.1,Bruce Smith,97,72.5,27,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
BAL,Baltimore Ravens,1996,>=35% in 67-71 band; >=40% share one rating (71),43.6,43.6,Jonathan Ogden,96,72.4,25,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1981,>=35% in 67-71 band; >=40% share one rating (72); compressed spread (4); no player >=80 (top 74),43.4,47.2,Bob Parsons,74,71.7,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1965,>=35% in 67-71 band; >=40% share one rating (71); compressed spread (11),43.2,43.2,Doug Atkins,82,72.6,11,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
BUF,Buffalo Bills,1966,>=35% in 67-71 band; >=40% share one rating (72); compressed spread (10),42.9,45.2,Paul Costa,81,72,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1977,>=35% in 67-71 band; >=40% share one rating (71),42.9,42.9,Walter Payton,99,72.4,28,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
BUF,Buffalo Bills,1986,>=35% in 67-71 band; >=40% share one rating (71),42.1,42.1,Bruce Smith,97,72.5,26,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1990,>=35% in 67-71 band; >=40% share one rating (72); compressed spread (10),41.5,45.3,Mark Carrier,81,72,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1975,>=35% in 67-71 band; >=40% share one rating (72); compressed spread (9),40.8,46.9,Craig Clemons,80,72,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1968,>=35% in 67-71 band; >=40% share one rating (72); compressed spread (10),40.4,44.7,Richie Petitbon,80,72,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1988,>=35% in 67-71 band; >=40% share one rating (72); compressed spread (5); no player >=80 (top 76),40.4,48.1,Kevin Butler,76,71.9,5,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
BUF,Buffalo Bills,1997,>=35% in 67-71 band; >=40% share one rating (72),40,43.3,Bruce Smith,97,72.3,26,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1993,>=35% in 67-71 band; >=40% share one rating (72); compressed spread (9),40,47.3,Mark Carrier,80,72,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
BUF,Buffalo Bills,1998,>=35% in 67-71 band; >=40% share one rating (72),39.3,44.6,Bruce Smith,97,72.4,26,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1979,>=35% in 67-71 band; >=40% share one rating (72); compressed spread (4); no player >=80 (top 75),39.2,51,Bob Thomas,75,71.8,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CAR,Carolina Panthers,1995,>=35% in 67-71 band; >=40% share one rating (72); compressed spread (3); no player >=80 (top 74),39.1,51.6,Blake Brockermeyer,74,71.8,3,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
BUF,Buffalo Bills,1996,>=35% in 67-71 band; >=40% share one rating (72),38.6,47.4,Bruce Smith,97,72.4,26,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1983,>=35% in 67-71 band; >=40% share one rating (72); compressed spread (5); no player >=80 (top 75),38.6,50.9,Bob Thomas,75,71.8,5,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
BUF,Buffalo Bills,1976,>=35% in 67-71 band; >=40% share one rating (72); compressed spread (10),38.5,42.3,Marty Smith,81,72.4,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1992,>=35% in 67-71 band; >=40% share one rating (72); compressed spread (3); no player >=80 (top 74),37.5,51.8,Keith Van Horne,74,71.8,3,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1974,>=35% in 67-71 band; >=40% share one rating (72); compressed spread (10),36.7,44.9,Jim Osborne,81,72.5,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1986,>=35% in 67-71 band; >=40% share one rating (72); compressed spread (10),36.7,49,Steve McMichael,81,72.1,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1994,>=35% in 67-71 band; >=40% share one rating (72); compressed spread (10),35.6,50.8,Mark Carrier,81,72.1,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CIN,Cincinnati Bengals,1979,>=35% in 67-71 band; >=40% share one rating (72); compressed spread (4); no player >=80 (top 75),35.4,54.2,Chris Bahr,75,71.9,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1989,>=35% in 67-71 band; >=40% share one rating (72); compressed spread (11),35.2,50,Trace Armstrong,82,72.2,11,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1980,>=40% share one rating (72); compressed spread (12),34,50,Dan Hampton,83,72.3,12,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CAR,Carolina Panthers,1996,>=40% share one rating (72); compressed spread (10),33.3,54.4,Greg Kragen,81,72.1,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1969,>=40% share one rating (72); compressed spread (4); no player >=80 (top 75),33.3,50,Mac Percival,75,72,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CIN,Cincinnati Bengals,1977,>=40% share one rating (72); compressed spread (4); no player >=80 (top 75),32.6,56.5,Chris Bahr,75,71.9,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1984,>=40% share one rating (72); compressed spread (9),32.1,52.8,Gary Fencik,80,72.1,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1978,>=40% share one rating (72); compressed spread (11),31.9,51.1,Mike Hartenstine,82,72.3,11,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1976,>=40% share one rating (72); compressed spread (9),31.3,54.2,Craig Clemons,80,72.2,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1970,>=40% share one rating (72); compressed spread (9),29.2,58.3,Dick Daniels,80,72.1,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CIN,Cincinnati Bengals,1982,>=40% share one rating (72),28.8,57.7,Anthony Munoz,98,72.5,27,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1967,>=40% share one rating (72); compressed spread (4); no player >=80 (top 75),28.3,58.7,Mac Percival,75,72,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
CHI,Chicago Bears,1995,>=40% share one rating (72); compressed spread (3); no player >=80 (top 74),28.3,63.3,Andy Heck,74,71.9,3,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
