player_id,name,team_code,season,position,current_overall,reason_flagged,recommended_next_step
terry-bradshaw,Terry Bradshaw,PIT,1973,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
terry-hanratty,Terry Hanratty,PIT,1973,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
joe-reed,Joe Reed,SF,1973,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
john-brodie,John Brodie,SF,1973,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
steve-spurrier,Steve Spurrier,SF,1973,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
james-harris,James Harris,STL,1973,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
john-hadl,John Hadl,STL,1973,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
dan-pastorini,Dan Pastorini,TEN,1973,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
edd-hargett,Edd Hargett,TEN,1973,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
lynn-dickey,Lynn Dickey,TEN,1973,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
billy-kilmer,Billy Kilmer,WAS,1973,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
sam-wyche,Sam Wyche,WAS,1973,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
sonny-jurgensen,Sonny Jurgensen,WAS,1973,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
mike-boryla,Mike Boryla,PHI,1974,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
roman-gabriel,Roman Gabriel,PHI,1974,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
joe-gilliam,Joe Gilliam,PIT,1974,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
terry-bradshaw,Terry Bradshaw,PIT,1974,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
terry-hanratty,Terry Hanratty,PIT,1974,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
dennis-morrison,Dennis Morrison,SF,1974,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
norm-snead,Norm Snead,SF,1974,QB,72,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
